,Buy,Sell,Type
1457,2019-05-03T00:00:00.000000000,2019-05-06T00:00:00.000000000,3
1458,2019-05-10T00:00:00.000000000,2019-05-13T00:00:00.000000000,3
1459,2019-05-17T00:00:00.000000000,2019-05-20T00:00:00.000000000,3
1460,2019-05-24T00:00:00.000000000,2019-05-27T00:00:00.000000000,3
1461,2019-05-31T00:00:00.000000000,2019-06-03T00:00:00.000000000,3
1462,2019-06-07T00:00:00.000000000,2019-06-10T00:00:00.000000000,3
1463,2019-06-14T00:00:00.000000000,2019-06-17T00:00:00.000000000,3
1464,2019-06-21T00:00:00.000000000,2019-06-24T00:00:00.000000000,3
1465,2019-06-28T00:00:00.000000000,2019-07-01T00:00:00.000000000,3
1466,2019-07-05T00:00:00.000000000,2019-07-08T00:00:00.000000000,3
1467,2019-07-12T00:00:00.000000000,2019-07-15T00:00:00.000000000,3
1468,2019-07-19T00:00:00.000000000,2019-07-22T00:00:00.000000000,3
1469,2019-07-26T00:00:00.000000000,2019-07-29T00:00:00.000000000,3
1470,2019-08-02T00:00:00.000000000,2019-08-05T00:00:00.000000000,3
1471,2019-08-09T00:00:00.000000000,2019-08-12T00:00:00.000000000,3
1472,2019-08-16T00:00:00.000000000,2019-08-19T00:00:00.000000000,3
1473,2019-08-23T00:00:00.000000000,2019-08-26T00:00:00.000000000,3
1474,2019-08-30T00:00:00.000000000,2019-09-02T00:00:00.000000000,3
1475,2019-09-06T00:00:00.000000000,2019-09-09T00:00:00.000000000,3
1476,2019-09-13T00:00:00.000000000,2019-09-16T00:00:00.000000000,3
1477,2019-09-20T00:00:00.000000000,2019-09-23T00:00:00.000000000,3
1478,2019-09-27T00:00:00.000000000,2019-09-30T00:00:00.000000000,3
1479,2019-10-04T00:00:00.000000000,2019-10-07T00:00:00.000000000,3
1480,2019-10-11T00:00:00.000000000,2019-10-14T00:00:00.000000000,3
1481,2019-10-18T00:00:00.000000000,2019-10-21T00:00:00.000000000,3
1482,2019-10-25T00:00:00.000000000,2019-10-28T00:00:00.000000000,3
1483,2019-11-01T00:00:00.000000000,2019-11-04T00:00:00.000000000,3
1484,2019-11-08T00:00:00.000000000,2019-11-11T00:00:00.000000000,3
1485,2019-11-15T00:00:00.000000000,2019-11-18T00:00:00.000000000,3
1486,2019-11-22T00:00:00.000000000,2019-11-25T00:00:00.000000000,3
1487,2019-11-29T00:00:00.000000000,2019-12-02T00:00:00.000000000,3
1488,2019-12-06T00:00:00.000000000,2019-12-09T00:00:00.000000000,3
1489,2019-12-13T00:00:00.000000000,2019-12-16T00:00:00.000000000,3
1490,2019-12-20T00:00:00.000000000,2019-12-23T00:00:00.000000000,3
1491,2019-12-27T00:00:00.000000000,2019-12-30T00:00:00.000000000,3
